customer_id,signup_date,churn_month,monthly_charges,total_charges,payment_type_id,payment_type,contract_type_id,contract_type,gender,senior_citizen,partner,dependents,paperless_billing,phone_service,multiple_lines,internet_service_type_id,internet_service_type,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
2908-WGAXL,"2017-05-21 18:07:34",NULL,24.95,1468.9,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,Yes,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2908-ZTPNF,"2019-01-21 18:07:34",NULL,34.85,1267.2,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,No,"No phone service",1,DSL,No,Yes,No,Yes,No,No
2911-IJORQ,"2018-12-21 18:07:34",NULL,90.6,3358.65,3,"Bank transfer (automatic)",2,"One year",Male,0,No,No,Yes,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2911-UREFD,"2018-10-21 18:07:34",2022-01-31,55.9,2184.35,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,No,No,"No phone service",1,DSL,Yes,No,Yes,No,Yes,Yes
2911-WDXMV,"2020-07-21 18:07:34",NULL,80.55,1406.65,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,No,No
2916-BQZLN,"2020-06-21 18:07:34",NULL,84.75,1651.95,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",Yes,No,Yes,No,No,No
2919-HBCJO,"2021-09-21 18:07:34",2022-01-31,76.65,333.6,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,No,No
2920-RNCEZ,"2021-12-21 18:07:34",NULL,69.95,69.95,4,"Credit card (automatic)",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,No,2,"Fiber optic",No,No,No,No,No,No
2921-XWDJH,"2018-11-21 18:07:34",NULL,83.45,3147.15,1,"Electronic check",1,Month-to-month,Female,1,Yes,No,Yes,Yes,No,2,"Fiber optic",Yes,No,No,No,No,Yes
2923-ARZLG,"2022-01-21 18:07:34",NULL,19.7," ",2,"Mailed check",2,"One year",Male,0,Yes,Yes,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2924-KHUVI,"2017-05-21 18:07:34",NULL,100.55,5514.95,1,"Electronic check",2,"One year",Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,No,No,No,Yes,Yes
2925-MXLSX,"2019-07-21 18:07:34",NULL,68.95,2038.7,4,"Credit card (automatic)",2,"One year",Female,0,No,No,Yes,Yes,Yes,1,DSL,No,Yes,Yes,No,Yes,No
2925-VDZHY,"2016-01-21 18:07:34",NULL,88.7,6501.35,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,No,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2926-JEJJC,"2021-05-21 18:07:34",NULL,20.2,140.95,3,"Bank transfer (automatic)",2,"One year",Female,0,No,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2927-CVULT,"2017-08-21 18:07:34",NULL,104.05,5566.4,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes
2927-QRRQV,"2018-03-21 18:07:34",NULL,94.65,4312.5,1,"Electronic check",2,"One year",Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,No
2928-HLDBA,"2021-07-21 18:07:34",NULL,20.7,112.75,2,"Mailed check",1,Month-to-month,Female,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2929-ERCFZ,"2021-05-21 18:07:34",2022-01-31,94.2,777.3,1,"Electronic check",1,Month-to-month,Female,0,Yes,Yes,Yes,Yes,No,2,"Fiber optic",No,No,Yes,No,Yes,Yes
2929-QNSRW,"2017-05-21 18:07:34",2022-01-31,98.25,5508.35,1,"Electronic check",2,"One year",Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,No,Yes,Yes
2930-UOTMB,"2019-06-21 18:07:34",2022-01-31,65.25,1994.3,4,"Credit card (automatic)",1,Month-to-month,Female,0,No,No,No,Yes,Yes,1,DSL,Yes,No,Yes,Yes,No,No
2931-FSOHN,"2020-12-21 18:07:34",NULL,59.9,788.35,1,"Electronic check",1,Month-to-month,Male,1,No,No,Yes,Yes,No,1,DSL,No,Yes,No,No,Yes,No
2931-SVLTV,"2018-09-21 18:07:34",NULL,110.1,4469.1,4,"Credit card (automatic)",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes
2931-VUVJN,"2017-02-21 18:07:34",NULL,94.05,5483.9,1,"Electronic check",2,"One year",Female,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,Yes,No,No
2931-XIQBR,"2017-11-21 18:07:34",NULL,103.05,5153.5,2,"Mailed check",2,"One year",Female,0,Yes,Yes,No,Yes,No,2,"Fiber optic",No,No,Yes,Yes,Yes,Yes
2933-FILNV,"2021-11-21 18:07:34",2022-01-31,24.4,36.55,2,"Mailed check",1,Month-to-month,Female,0,Yes,Yes,Yes,No,"No phone service",1,DSL,No,No,No,No,No,No
2933-XEUJM,"2018-03-21 18:07:34",NULL,79.2,3593.8,2,"Mailed check",3,"Two year",Female,0,No,No,No,Yes,Yes,1,DSL,Yes,No,Yes,No,Yes,Yes
2937-FTHUR,"2020-07-21 18:07:34",NULL,64.8,1166.7,1,"Electronic check",1,Month-to-month,Female,0,No,Yes,No,Yes,Yes,1,DSL,Yes,No,No,No,No,Yes
2946-KIQSP,"2019-02-21 18:07:34",NULL,33.45,1175.85,2,"Mailed check",1,Month-to-month,Female,0,No,No,Yes,No,"No phone service",1,DSL,No,No,Yes,Yes,No,No
2947-DOMLJ,"2021-12-21 18:07:34",2022-01-31,50.6,50.6,2,"Mailed check",1,Month-to-month,Male,0,No,Yes,No,Yes,No,1,DSL,Yes,No,No,No,No,No
2951-QOQTK,"2021-09-21 18:07:34",2022-01-31,80.8,332.45,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,Yes,No,Yes,Yes,2,"Fiber optic",No,No,No,Yes,No,No
2952-QAYZF,"2021-08-21 18:07:34",2022-01-31,85.3,424.15,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,No,No
2954-PIBKO,"2016-04-21 18:07:34",NULL,64.15,4254.1,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,Yes,Yes,Yes,Yes,1,DSL,Yes,No,Yes,Yes,No,No
2955-BJZHG,"2020-08-21 18:07:34",2022-01-31,80.85,1400.85,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,No,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
2955-PSXOE,"2021-12-21 18:07:34",2022-01-31,20.2,20.2,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2956-GGUCQ,"2020-01-21 18:07:34",2022-01-31,78.85,1772.25,1,"Electronic check",1,Month-to-month,Male,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,No,No,No,No,No
2957-JIRMN,"2016-11-21 18:07:34",NULL,84.45,4959.15,1,"Electronic check",2,"One year",Female,1,No,No,No,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,No
2957-LOLHO,"2021-01-21 18:07:34",2022-01-31,45.4,518.9,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,No,No,No,No,No,No
2958-NHPPS,"2020-02-21 18:07:34",NULL,20.85,473.9,1,"Electronic check",1,Month-to-month,Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2959-EEXWB,"2018-04-21 18:07:34",NULL,50.9,2333.85,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,Yes,Yes,Yes,No,"No phone service",1,DSL,Yes,No,No,No,Yes,Yes
2959-FENLU,"2021-04-21 18:07:34",NULL,85.3,781.4,4,"Credit card (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,Yes,No,No,Yes
2959-MJHIC,"2021-09-21 18:07:34",2022-01-31,80.35,307.4,1,"Electronic check",1,Month-to-month,Male,0,Yes,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
2960-NKRSO,"2020-01-21 18:07:34",NULL,85.95,2107.15,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",No,Yes,Yes,Yes,No,No
2961-VNFKL,"2016-02-21 18:07:34",NULL,25.95,1801.9,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,No,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2962-XPMCQ,"2021-11-21 18:07:34",2022-01-31,45.15,98.5,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,No,No,No,No,No,No
2967-MXRAV,"2021-12-21 18:07:34",NULL,18.8,18.8,2,"Mailed check",2,"One year",Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2968-SSGAA,"2021-03-21 18:07:34",2022-01-31,100.6,1060.2,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,Yes
2969-QWUBZ,"2021-11-21 18:07:34",NULL,51.4,96.8,1,"Electronic check",1,Month-to-month,Female,0,No,No,No,No,"No phone service",1,DSL,No,Yes,No,No,Yes,Yes
2969-VAPYH,"2016-06-21 18:07:34",NULL,60.5,3870,4,"Credit card (automatic)",2,"One year",Female,0,No,No,No,Yes,No,1,DSL,Yes,Yes,No,Yes,No,No
2969-WGHQO,"2021-06-21 18:07:34",NULL,69.45,477.05,1,"Electronic check",2,"One year",Female,0,Yes,Yes,No,Yes,No,1,DSL,Yes,Yes,Yes,No,Yes,No
2971-SGAFL,"2020-12-21 18:07:34",NULL,78.75,995.35,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,1,DSL,Yes,No,Yes,No,Yes,Yes
2972-YDYUW,"2017-04-21 18:07:34",NULL,94.7,5468.95,1,"Electronic check",2,"One year",Female,0,No,No,No,Yes,Yes,2,"Fiber optic",No,Yes,No,Yes,No,Yes
2974-GGUXS,"2019-01-21 18:07:34",NULL,91.95,3301.05,4,"Credit card (automatic)",1,Month-to-month,Female,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,No,Yes,No
2977-CEBSX,"2016-07-21 18:07:34",NULL,90.05,5965.95,4,"Credit card (automatic)",3,"Two year",Female,0,No,No,Yes,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2978-XXSOG,"2020-03-21 18:07:34",NULL,59.05,1253.5,2,"Mailed check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,1,DSL,Yes,No,No,Yes,No,No
2979-SXESE,"2020-08-21 18:07:34",2022-01-31,94.4,1607.2,1,"Electronic check",1,Month-to-month,Female,0,Yes,Yes,No,Yes,Yes,2,"Fiber optic",Yes,No,Yes,No,Yes,No
2982-IHMFT,"2021-12-21 18:07:34",2022-01-31,74.45,74.45,2,"Mailed check",1,Month-to-month,Female,1,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,No
2982-VPSGI,"2021-02-21 18:07:34",2022-01-31,94,1078.9,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,Yes
2983-ZANRP,"2021-11-21 18:07:34",2022-01-31,73.55,145.4,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,Yes,Yes,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,No,No
2984-AFWNC,"2021-10-21 18:07:34",NULL,95.4,293.15,1,"Electronic check",1,Month-to-month,Female,0,No,No,No,Yes,No,2,"Fiber optic",No,Yes,No,No,Yes,Yes
2984-MIIZL,"2021-09-21 18:07:34",2022-01-31,74.8,321.9,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,Yes,No,No,No
2984-RGEYA,"2016-04-21 18:07:34",NULL,19.75,1375.4,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2984-TBYKU,"2016-01-21 18:07:34",NULL,104.9,7732.65,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes
2985-FMWYF,"2020-02-21 18:07:34",NULL,93.5,2341.55,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,Yes
2985-JUUBZ,"2018-09-21 18:07:34",NULL,74.55,3015.75,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,Yes,1,DSL,No,No,Yes,No,Yes,Yes
2987-BJXIK,"2016-03-21 18:07:34",NULL,84.7,5991.05,2,"Mailed check",3,"Two year",Female,0,No,No,No,Yes,Yes,1,DSL,Yes,Yes,Yes,No,Yes,Yes
2988-GBIVW,"2016-03-21 18:07:34",NULL,90.85,6470.1,1,"Electronic check",1,Month-to-month,Female,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,No,No,No,No,Yes
2988-PLAHS,"2021-10-21 18:07:34",NULL,69.95,220.45,1,"Electronic check",2,"One year",Female,0,No,No,Yes,Yes,No,1,DSL,No,No,Yes,No,Yes,Yes
2988-QRAJY,"2016-04-21 18:07:34",NULL,110.05,7430.75,4,"Credit card (automatic)",3,"Two year",Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes
2990-HWIML,"2021-07-21 18:07:34",2022-01-31,89.5,573.3,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,Yes
2990-IAJSV,"2016-01-21 18:07:34",NULL,92,6632.75,3,"Bank transfer (automatic)",3,"Two year",Male,0,No,No,No,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2990-OGYTD,"2016-06-21 18:07:34",NULL,86.15,5883.85,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,No,No,Yes,Yes,1,DSL,No,Yes,Yes,Yes,Yes,Yes
2995-UPRYS,"2018-09-21 18:07:34",2022-01-31,99.2,4062.2,4,"Credit card (automatic)",2,"One year",Female,1,Yes,No,Yes,Yes,No,2,"Fiber optic",No,Yes,No,Yes,Yes,Yes
2995-YWTCD,"2020-06-21 18:07:34",NULL,24.9,467.7,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,Yes,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2996-XAUVF,"2016-03-21 18:07:34",NULL,40.05,2799.75,2,"Mailed check",3,"Two year",Male,0,No,No,Yes,No,"No phone service",1,DSL,No,No,No,Yes,No,Yes
2999-AANRQ,"2020-04-21 18:07:34",NULL,71.05,1524.85,4,"Credit card (automatic)",3,"Two year",Female,0,No,No,No,Yes,No,1,DSL,Yes,Yes,No,Yes,Yes,No
3001-CBHLQ,"2019-05-21 18:07:34",2022-01-31,104.9,3351.55,1,"Electronic check",1,Month-to-month,Male,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,Yes,Yes,Yes
3001-UNBTL,"2019-08-21 18:07:34",NULL,103.95,2964.8,1,"Electronic check",1,Month-to-month,Male,1,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,Yes
3002-WQZWT,"2019-08-21 18:07:34",NULL,74.2,1993.25,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,No
3003-CMDUU,"2019-12-21 18:07:34",NULL,95.15,2395.7,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,Yes,Yes,No,2,"Fiber optic",No,No,No,Yes,Yes,Yes
3005-NFMTA,"2017-06-21 18:07:34",2022-01-31,98.8,5617.75,1,"Electronic check",1,Month-to-month,Male,1,No,No,Yes,Yes,Yes,2,"Fiber optic",Yes,No,No,No,Yes,Yes
3005-TYFRD,"2017-06-21 18:07:34",NULL,103.65,5676.65,4,"Credit card (automatic)",1,Month-to-month,Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
3006-XIMLN,"2021-11-21 18:07:34",2022-01-31,94.2,193.8,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,Yes
3007-FDPEA,"2021-11-21 18:07:34",NULL,20.7,39.85,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3009-JWMPU,"2016-11-21 18:07:34",2022-01-31,96.75,6125.4,1,"Electronic check",2,"One year",Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,Yes
3011-WQKSZ,"2020-06-21 18:07:34",NULL,20,377.55,1,"Electronic check",1,Month-to-month,Male,0,No,Yes,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3012-VFFMN,"2021-06-21 18:07:34",NULL,20.65,158.95,2,"Mailed check",1,Month-to-month,Female,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3014-WJKSM,"2019-08-21 18:07:34",NULL,75.3,2263.4,4,"Credit card (automatic)",1,Month-to-month,Male,0,Yes,No,Yes,Yes,No,2,"Fiber optic",No,No,Yes,No,No,No
3016-KSVCP,"2019-08-21 18:07:34",NULL,33.75,1009.25,2,"Mailed check",1,Month-to-month,Male,0,Yes,No,No,No,"No phone service",1,DSL,No,No,No,No,Yes,No
3018-TFTSU,"2021-01-21 18:07:34",2022-01-31,81.7,858.6,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,No,Yes,No,2,"Fiber optic",Yes,No,Yes,No,No,No
3021-VLNRJ,"2017-11-21 18:07:34",NULL,70.8,3478.15,4,"Credit card (automatic)",2,"One year",Female,0,No,Yes,Yes,Yes,No,1,DSL,Yes,No,Yes,Yes,Yes,No
3022-BEXHZ,"2016-06-21 18:07:34",NULL,111.2,7530.8,3,"Bank transfer (automatic)",3,"Two year",Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes
3023-GFLBR,"2019-04-21 18:07:34",2022-01-31,86.15,2745.7,4,"Credit card (automatic)",1,Month-to-month,Female,0,Yes,Yes,No,Yes,Yes,2,"Fiber optic",No,No,No,No,No,Yes
3026-ATZYV,"2018-12-21 18:07:34",NULL,75.1,2658.8,3,"Bank transfer (automatic)",2,"One year",Female,0,Yes,Yes,No,Yes,No,1,DSL,Yes,Yes,No,No,Yes,Yes
3027-YNWZU,"2016-09-21 18:07:34",NULL,25,1584.8,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3027-ZTDHO,"2021-12-21 18:07:34",2022-01-31,89.9,89.9,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,Yes
3030-YDNRM,"2021-05-21 18:07:34",NULL,74.85,572.45,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,No
3030-YZADT,"2021-04-21 18:07:34",2022-01-31,44.95,431,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,1,DSL,No,No,No,No,No,No
3030-ZKIWL,"2021-12-21 18:07:34",NULL,20.05,20.05,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3034-ZBEQN,"2018-01-21 18:07:34",2022-01-31,34.7,1604.5,2,"Mailed check",2,"One year",Female,0,Yes,No,No,No,"No phone service",1,DSL,No,Yes,Yes,No,No,No
3038-PQIUY,"2018-11-21 18:07:34",NULL,66.15,2522.4,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,1,DSL,Yes,Yes,Yes,No,No,No
3039-MJSLN,"2021-10-21 18:07:34",NULL,20.2,50.6,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3043-SUDUA,"2019-05-21 18:07:34",NULL,19.9,601.55,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3043-TYBNO,"2021-10-21 18:07:34",NULL,60.65,196.9,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,1,DSL,No,No,No,Yes,No,Yes
3045-XETSH,"2021-03-21 18:07:34",2022-01-31,94.85,953.45,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,No,Yes
3049-NDXFL,"2021-12-21 18:07:34",2022-01-31,85.8,85.8,2,"Mailed check",1,Month-to-month,Female,0,No,No,No,Yes,Yes,2,"Fiber optic",No,No,No,No,No,Yes
3049-SOLAY,"2021-10-21 18:07:34",2022-01-31,95.2,292.85,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,Yes
3050-GBUSH,"2021-10-21 18:07:34",NULL,34.8,113.95,4,"Credit card (automatic)",1,Month-to-month,Female,0,No,No,Yes,No,"No phone service",1,DSL,No,No,No,No,Yes,No
3050-RLLXC,"2017-05-21 18:07:34",NULL,81.25,4620.4,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,Yes,No,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,Yes,No
3055-MJDSB,"2021-04-21 18:07:34",NULL,24.6,190.1,2,"Mailed check",1,Month-to-month,Male,0,No,No,Yes,No,"No phone service",1,DSL,No,No,No,No,No,No
3055-OYMSE,"2017-08-21 18:07:34",NULL,73.8,4003.85,4,"Credit card (automatic)",1,Month-to-month,Female,1,No,No,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,No,No
3055-VTCGS,"2016-10-21 18:07:34",NULL,58.55,3503.5,4,"Credit card (automatic)",2,"One year",Female,0,No,No,No,Yes,No,1,DSL,No,No,Yes,No,No,Yes
3057-VJJQE,"2019-02-21 18:07:34",NULL,55.25,1924.1,2,"Mailed check",3,"Two year",Male,0,No,No,No,Yes,Yes,1,DSL,Yes,No,No,No,No,No
3058-HJCUY,"2018-08-21 18:07:34",2022-01-31,102.6,4213.35,1,"Electronic check",2,"One year",Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,Yes,Yes,Yes
3058-WQDRE,"2020-12-21 18:07:34",NULL,25.15,331.85,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,Yes,No,"No phone service",1,DSL,No,No,No,No,No,No
3059-NGMXB,"2020-11-21 18:07:34",NULL,69.2,944.65,2,"Mailed check",1,Month-to-month,Male,0,Yes,Yes,No,Yes,Yes,1,DSL,Yes,Yes,No,No,No,Yes
3061-BCKYI,"2020-11-21 18:07:34",NULL,19.9,283.75,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3062-ICYZQ,"2017-10-21 18:07:34",NULL,93.8,4539.35,1,"Electronic check",1,Month-to-month,Female,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,No,No,Yes
3063-QFSZL,"2021-12-21 18:07:34",2022-01-31,55.4,55.4,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,1,DSL,No,No,No,No,No,Yes
3066-RRJIO,"2021-12-21 18:07:34",2022-01-31,69.95,69.95,2,"Mailed check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,No,No
3067-SVMTC,"2016-05-21 18:07:34",NULL,55.9,3848.8,3,"Bank transfer (automatic)",2,"One year",Female,0,Yes,No,No,Yes,No,1,DSL,Yes,No,No,Yes,No,No
3068-OMWZA,"2021-12-21 18:07:34",2022-01-31,88.8,88.8,1,"Electronic check",1,Month-to-month,Male,1,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,No
3069-SSVSN,"2021-12-21 18:07:34",NULL,25.85,25.85,2,"Mailed check",2,"One year",Female,0,No,No,No,No,"No phone service",1,DSL,No,No,No,No,No,No
3070-BDOQC,"2017-01-21 18:07:34",NULL,99.65,5941.05,1,"Electronic check",3,"Two year",Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
3070-DVEYC,"2021-06-21 18:07:34",2022-01-31,73.75,545.15,2,"Mailed check",1,Month-to-month,Male,1,No,No,No,Yes,Yes,2,"Fiber optic",No,No,No,No,No,No
3070-FNFZQ,"2020-02-21 18:07:34",NULL,20.4,478.75,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3071-MVJCD,"2016-01-21 18:07:34",NULL,82.3,5815.15,3,"Bank transfer (automatic)",3,"Two year",Male,0,Yes,Yes,No,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,Yes,No
3071-VBYPO,"2021-10-21 18:07:34",NULL,89.85,248.4,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,No,Yes,No,2,"Fiber optic",Yes,Yes,No,No,Yes,No
3074-GQWYX,"2021-08-21 18:07:34",2022-01-31,75.9,357.75,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,No
3077-RSNTJ,"2021-07-21 18:07:34",NULL,19.7,113.5,2,"Mailed check",1,Month-to-month,Female,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3078-ZKNTS,"2020-12-21 18:07:34",NULL,19.75,246.7,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,Yes,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3079-BCHLN,"2018-02-21 18:07:34",NULL,19.9,942.95,3,"Bank transfer (automatic)",2,"One year",Male,0,Yes,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3082-VQXNH,"2021-10-21 18:07:34",NULL,29.8,94.4,4,"Credit card (automatic)",1,Month-to-month,Male,0,Yes,No,No,No,"No phone service",1,DSL,No,Yes,No,No,No,No
3082-WQRVY,"2020-11-21 18:07:34",NULL,19.65,228.65,2,"Mailed check",2,"One year",Male,1,Yes,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
